domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
labroe.com,labroe.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"1, mailrnh.corpmailsvcs.com|2, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, alt3.aspmx.l.google.com|10, alt4.aspmx.l.google.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com ~all,v=DMARC1;p=none;fo=1;ri=3600;rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,labroe.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,dns1.unired.net.pe|dns2.unired.net.pe,,
landmarkhealth.org,landmarkhealth.org,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:207.166.95.11 ip4:35.80.141.6 ip4:44.229.141.55 ip4:208.185.229.41 ip4:208.185.229.42 ip4:208.185.229.43 ip4:208.185.229.44 ip4:208.185.229.45 include:spf.protection.outlook.com  include:_spfae.corpmailsvcs.com  -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,landmarkhealth.org,,,,,,,dns101.register.com|dns102.register.com,,
lavetasurgical.com,lavetasurgical.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('lavetasurgical.com does not have a SPF TXT record ', 'lavetasurgical.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
lewin.com,lewin.com,True,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:postmaster@lewin.com,mailto:postmaster@lewin.com,none,"10, gal-mxin3.lewin.com|10, val-mxin2.lewin.com",,,v=spf1 ip4:161.249.87.199 ip4:161.249.156.63 include:res.cisco.com include:_spf.createsend.com include:mail.zendesk.com include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:postmaster@lewin.com;ruf=mailto:postmaster@lewin.com; aspf=r,lewin.com,,All nameservers failed to answer the query gal-mxin3.lewin.com. IN AAAA: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL|All nameservers failed to answer the query val-mxin2.lewin.com. IN AAAA: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL,,,,,ns57.worldnic.com|ns58.worldnic.com,,
lifewell.us,lifewell.us,False,True,False,,,,,,,,,,,"10, d144370a.ess.barracudanetworks.com|20, d144370b.ess.barracudanetworks.com",,,v=spf1 a:smtp.lifewell.us ip4:70.103.254.199/32 include:zcsend.net ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns69.domaincontrol.com|ns70.domaincontrol.com,,
lotteneyes.com.br,lotteneyes.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"1, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 ip4:129.146.91.38 ip4:129.146.232.229 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",lotteneyes.com.br,,,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about lotteneyes.com.br - Authorization record not found: lotteneyes.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext02.amilonline.com.br|NS2.LOCAWEB.com.br|NS1.LOCAWEB.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br,,
louisvillesurgerycenter.com,louisvillesurgerycenter.com,False,True,False,,,,,,,,,,,"10, mx.louisvillesurgerycenter.com",,,v=spf1 ip4:38.113.1.0/24 ip4:38.113.20.0/24 ip4:65.254.224.0/19 ?all,,,,"The reverse DNS of 66.96.140.50 is 50.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 50.140.96.66.static.eigbox.net do not resolve to 66.96.140.50|The reverse DNS of 66.96.140.51 is 51.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 51.140.96.66.static.eigbox.net do not resolve to 66.96.140.51|The domain 52.140.96.66.static.eigbox.net does not exist|The reverse DNS of 66.96.140.52 is 52.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 52.140.96.66.static.eigbox.net do not resolve to 66.96.140.52",,,A DMARC record does not exist for this domain or its base domain,,ns2.mdnsservice.com|ns3.mdnsservice.com|ns1.mdnsservice.com,,
lutheranasc.com,lutheranasc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('lutheranasc.com does not have a SPF TXT record ', 'lutheranasc.com')",,A DMARC record does not exist for this domain or its base domain,,ns57.domaincontrol.com|ns58.domaincontrol.com,,
marchvisioncare.com,marchvisioncare.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 a ip4:161.249.183.0/24 a:mail.marchvisioncare.com a:keys.marchvisioncare.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,marchvisioncare.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
mariettasurgicalcenter.com,mariettasurgicalcenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('mariettasurgicalcenter.com does not have a SPF TXT record ', 'mariettasurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns73.domaincontrol.com|ns74.domaincontrol.com,,
marinspecialtysurgerycenter.com,marinspecialtysurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marinspecialtysurgerycenter.com does not have a SPF TXT record ', 'marinspecialtysurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
marioneyespecialistssc.com,marioneyespecialistssc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marioneyespecialistssc.com does not have a SPF TXT record ', 'marioneyespecialistssc.com')",,A DMARC record does not exist for this domain or its base domain,,ns65.domaincontrol.com|ns66.domaincontrol.com,,
massurg.com,massurg.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('massurg.com does not have a SPF TXT record ', 'massurg.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
mcna.net,mcna.net,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:50.16.230.67 ip4:8.47.7.3 ip4:96.91.79.10 ip4:72.46.51.62 include:_spf.google.com include:spf1.worldapp.com include:us._netblocks.mimecast.com include:_spfAE.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mcna.net,,,,,,,ns0.dnsmadeeasy.com|ns4.dnsmadeeasy.com|ns1.dnsmadeeasy.com|ns2.dnsmadeeasy.com|ns3.dnsmadeeasy.com,,
medexpress.com,medexpress.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,medexpress.com,,,,,,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,
medicalhilfe.cl,medicalhilfe.cl,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"1, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com include:spf.protection.outlook.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,medicalhilfe.cl,,,,,,,ns1.p68.dns.oraclecloud.net|ns2.p68.dns.oraclecloud.net|ns3.p68.dns.oraclecloud.net|ns4.p68.dns.oraclecloud.net,,
melbournesurgerycenter.com,melbournesurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('melbournesurgerycenter.com does not have a SPF TXT record ', 'melbournesurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
merrittislandsurgerycenter.com,merrittislandsurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('merrittislandsurgerycenter.com does not have a SPF TXT record ', 'merrittislandsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
midwestsc.mwsmg.com,mwsmg.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('midwestsc.mwsmg.com does not have a SPF TXT record ', 'midwestsc.mwsmg.com')",,A DMARC record does not exist for this domain or its base domain,,,,
milehighsc.com,milehighsc.com,False,True,False,,,,,,,,,,,"0, milehighsc-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf.z194.zixworks.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
montgomerysurgery.com,montgomerysurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('montgomerysurgery.com does not have a SPF TXT record ', 'montgomerysurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
morriscountysurgicalcenter.com,morriscountysurgicalcenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('morriscountysurgicalcenter.com does not have a SPF TXT record ', 'morriscountysurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns27.domaincontrol.com|ns28.domaincontrol.com,,
myallsavers.com,myallsavers.com,False,True,False,,,,,,,,,,,"10, mail2.myallsavers.com",,,v=spf1 a mx ~all,,,,"The domain mail2.savvysherpa.com does not exist|The reverse DNS of 216.160.4.222 is mail2.savvysherpa.com, but the A/AAAA DNS records for mail2.savvysherpa.com do not resolve to 216.160.4.222",,,A DMARC record does not exist for this domain or its base domain,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
myallsaversconnect.com,myallsaversconnect.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('myallsaversconnect.com does not have a SPF TXT record ', 'myallsaversconnect.com')",,A DMARC record does not exist for this domain or its base domain,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
myoptumhealthphysicalhealth.com,myoptumhealthphysicalhealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,myoptumhealthphysicalhealth.com,,No MX records found. Is the domain parked?,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
myoptumhealthphysicalhealthofca.com,myoptumhealthphysicalhealthofca.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,,,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,myoptumhealthphysicalhealthofca.com,,No MX records found. Is the domain parked?,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
mywellnesssolutions.com,mywellnesssolutions.com,True,False,False,,,,,,,,,,,"0, alt1.aspmx.l.google.com|0, aspmx.l.google.com",,,v=spf1 a mx include:websitewelcome.com ~all,,,,,Parsing the SPF record requires 12/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,adam.ns.cloudflare.com|cass.ns.cloudflare.com,,
nammcal.com,nammcal.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:res.cisco.com include:spf.protection.outlook.com include:_spfv4fw.corpmailsvcs.com include:_spfv4rnh.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,nammcal.com,,,,,,,ns46.worldnic.com|ns45.worldnic.com,,
navihealth.com,navihealth.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarcreports@navihealth.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcreports@navihealth.com,none,"0, mailrnh.corpmailsvcs.com|10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 ip4:159.183.196.100 ip4:204.71.129.137 ip4:52.1.96.230 ip4:204.71.129.156 ip4:205.139.99.140 ip4:168.245.4.208 ip4:167.89.10.180 include:us._netblocks.mimecast.com include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com include:mktomail.com ~all,"v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarcreports@navihealth.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcreports@navihealth.com",navihealth.com,,207.211.30.221 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records|207.211.30.221 does not have any reverse DNS (PTR) records|207.211.30.242 does not have any reverse DNS (PTR) records,,,,,dns1.cscdns.net|dns2.cscdns.net,,
northbanksurgerycenter.com,northbanksurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('northbanksurgerycenter.com does not have a SPF TXT record ', 'northbanksurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
northernrockiessurgery.com,northernrockiessurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('northernrockiessurgery.com does not have a SPF TXT record ', 'northernrockiessurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
nwspineandlaser.com,nwspineandlaser.com,False,True,False,,,,,,,,,,,"0, nwspineandlaser-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ernest.ns.cloudflare.com|lorna.ns.cloudflare.com,,
occsurgerycenterinverness.com,occsurgerycenterinverness.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('occsurgerycenterinverness.com does not have a SPF TXT record ', 'occsurgerycenterinverness.com')",,A DMARC record does not exist for this domain or its base domain,,ns31.domaincontrol.com|ns32.domaincontrol.com,,
oiscmn.com,oiscmn.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('oiscmn.com does not have a SPF TXT record ', 'oiscmn.com')",,A DMARC record does not exist for this domain or its base domain,,ns09.domaincontrol.com|ns10.domaincontrol.com,,
onehealthcareid.com,onehealthcareid.com,False,False,False,,,,,,,,,,,"10, feedback-smtp.us-east-1.amazonses.com",,,,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 18.235.76.96 is ec2-18-235-76-96.compute-1.amazonaws.com, but the A/AAAA DNS records for ec2-18-235-76-96.compute-1.amazonaws.com do not resolve to 18.235.76.96|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 3.218.134.115 is ec2-3-218-134-115.compute-1.amazonaws.com, but the A/AAAA DNS records for ec2-3-218-134-115.compute-1.amazonaws.com do not resolve to 3.218.134.115","('onehealthcareid.com does not have a SPF TXT record ', 'onehealthcareid.com')",,A DMARC record does not exist for this domain or its base domain,,ns-1003.awsdns-61.net|ns-1174.awsdns-18.org|ns-1979.awsdns-55.co.uk|ns-355.awsdns-44.com,,
ontarioadvancedsurgerycenter.com,ontarioadvancedsurgerycenter.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('ontarioadvancedsurgerycenter.com does not have a SPF TXT record ', 'ontarioadvancedsurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
optum.com,optum.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail1b.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:res.cisco.com include:_spfv4.corpmailsvcs.com ~all,"v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com, mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:unitedhealthgroup@ruf.agari.com, mailto:dmarc_ruf@emaildefense.proofpoint.com",optum.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
optumbank.com,optumbank.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,optumbank.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
optumbhcare.com,optumbhcare.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('optumbhcare.com does not have a SPF TXT record ', 'optumbhcare.com')",,A DMARC record does not exist for this domain or its base domain,,ns53.domaincontrol.com|ns54.domaincontrol.com,,
optumcare.com,optumcare.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:204.14.234.64/28 ip4:204.14.232.64/28 ip4:182.50.78.64/28 ip4:96.43.144.64/31 ip4:96.43.148.64/31 ip4:170.138.32.87 ip4:170.138.221.40 ip4:170.138.0.34 ip4:170.138.16.49 ip4:139.138.33.66 ip4:139.138.56.240 include:_spf.salesforce.com include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",optumcare.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
optumhealtheducation.com,optumhealtheducation.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 ip4:167.89.81.19 include:sendgrid.net include:emsd1.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,optumhealtheducation.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
orlandooutpatientsurgery.com,orlandooutpatientsurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('orlandooutpatientsurgery.com does not have a SPF TXT record ', 'orlandooutpatientsurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
orthology.com,orthology.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"1, mailrnh.corpmailsvcs.com|3, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, alt3.aspmx.l.google.com|10, alt4.aspmx.l.google.com",,,v=spf1 ip4:208.86.168.7 include:_spfae.corpmailsvcs.com include:_spf.google.com include:helpscoutemail.com include:orthology-com.spf.smtp25.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,orthology.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,ns09.domaincontrol.com|ns10.domaincontrol.com,,
orthonet-online.com,orthonet-online.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:161.249.84.161 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,orthonet-online.com,,,,,,,edns4.ultradns.org|edns4.ultradns.net|edns4.ultradns.com|edns4.ultradns.biz|epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
p2plink.com,p2plink.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com",,,v=spf1 include:spf.dynect.net include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,p2plink.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
