domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
orangejulius.com,BRK,orangejulius.com,False,False,False,,,,,,,,,,,"10, reply.exacttarget.com",,,,,,,,"('orangejulius.com does not have a SPF TXT record ', 'orangejulius.com')",,A DMARC record does not exist for this domain or its base domain,,ns1-07.azure-dns.com|ns2-07.azure-dns.net|ns3-07.azure-dns.org|ns4-07.azure-dns.info,,
orientaltrading.com,BRK,orientaltrading.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('orientaltrading.com does not have a SPF TXT record', 'orientaltrading.com'), 'orientaltrading.com')",,A DMARC record does not exist for this domain or its base domain,,otc-ns02.orientaltradingcompany.com|otc-ns01.orientaltradingcompany.com,,
orkal.com,BRK,orkal.com,True,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:monitor.office365.dmarc.rua@orkal.com,mailto:monitor.office365.dmarc.ruf@orkal.com,quarantine,"0, orkal-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf-c1.dymaxsystems.com -all,v=DMARC1; p=quarantine; pct=100; fo=1; rua=mailto:monitor.office365.dmarc.rua@orkal.com; ruf=mailto:monitor.office365.dmarc.ruf@orkal.com,orkal.com,,52.101.8.36 does not have any reverse DNS (PTR) records|52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns27.worldnic.com|ns28.worldnic.com,,
orlandooutpatientsurgery.com,UNH,orlandooutpatientsurgery.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('orlandooutpatientsurgery.com does not have a SPF TXT record ', 'orlandooutpatientsurgery.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
orthology.com,UNH,orthology.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"1, mailrnh.corpmailsvcs.com|3, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, alt3.aspmx.l.google.com|10, alt4.aspmx.l.google.com",,,v=spf1 ip4:208.86.168.7 include:_spfae.corpmailsvcs.com include:_spf.google.com include:helpscoutemail.com include:orthology-com.spf.smtp25.com ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,orthology.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,ns09.domaincontrol.com|ns10.domaincontrol.com,,
orthonet-online.com,UNH,orthonet-online.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:161.249.84.161 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,orthonet-online.com,,,,,,,edns4.ultradns.org|edns4.ultradns.net|edns4.ultradns.com|edns4.ultradns.biz|epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
outlook.com,MSFT,outlook.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:rua@dmarc.microsoft,mailto:ruf@dmarc.microsoft,quarantine,"5, outlook-com.olc.protection.outlook.com",,,v=spf1 include:spf-a.outlook.com include:spf-b.outlook.com ip4:157.55.9.128/25 include:spf.protection.outlook.com include:spf-a.hotmail.com include:_spf-ssg-b.microsoft.com include:_spf-ssg-c.microsoft.com ~all,v=DMARC1; p=none; sp=quarantine; pct=100; rua=mailto:rua@dmarc.microsoft; ruf=mailto:ruf@dmarc.microsoft; fo=1,outlook.com,,52.101.11.6 does not have any reverse DNS (PTR) records|52.101.40.28 does not have any reverse DNS (PTR) records|52.101.68.17 does not have any reverse DNS (PTR) records|52.101.68.33 does not have any reverse DNS (PTR) records|52.101.73.14 does not have any reverse DNS (PTR) records|52.101.73.17 does not have any reverse DNS (PTR) records|52.101.8.43 does not have any reverse DNS (PTR) records,,,,,ns3-38.azure-dns.org|ns4-38.azure-dns.info|nse12.o365filtering.com|nse21.o365filtering.com|nse24.o365filtering.com|nse13.o365filtering.com|ns1-38.azure-dns.com|ns2-38.azure-dns.net,,
p2plink.com,UNH,p2plink.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com",,,v=spf1 include:spf.dynect.net include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,p2plink.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
pacificorp.com,BRK,pacificorp.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc@pacificorp.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:dmarcs@pacificorp.com,reject,"10, pacificorp-com.mail.protection.outlook.com",,,v=spf1 ip4:131.219.200.5 ip4:131.219.200.9 ip4:131.219.2.1 ip4:131.219.52.251 ip4:131.219.5.56 ip4:131.219.9.11 ip4:131.219.5.73 ip4:131.219.5.77 ip4:131.219.5.78 ip4:131.219.1.30 ip4:131.219.1.31 ip4:131.219.1.34 ip4:131.219.1.35 ip4:129.145.79.112 include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; pct=100; adkim=r; aspf=r; fo=1; rua=mailto:dmarc@pacificorp.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:dmarcs@pacificorp.com; rf=afrf; ri=86400",pacificorp.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,service6.pacificorp.com|service3.pacificorp.com|service4.pacificorp.com|service2.pacificorp.com,,
palisadeseye.com,UNH,palisadeseye.com,False,True,False,,,,,,,,,,,"0, mail.palisadeseye.com",,,v=spf1 a mx ptr include:secureserver.net ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5,A DMARC record does not exist for this domain or its base domain,,ns73.domaincontrol.com|ns74.domaincontrol.com,,
pamperedchef.com,BRK,pamperedchef.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,,mailto:dmarc@pamperedchef.com,none,"25, pamperedchef-com.mail.protection.outlook.com",,,v=spf1 ip4:107.0.135.0/24 include:spf.protection.outlook.com include:mail.zendesk.com include:rnmk.com ~all,v=DMARC1; p=none; sp=none; ruf=mailto:dmarc@pamperedchef.com; fo=1;,pamperedchef.com,,,,,,rua tag (destination for aggregate reports) not found,coraline.ns.cloudflare.com|noah.ns.cloudflare.com,,
panamericanscrew.com,BRK,panamericanscrew.com,False,True,False,,,,,,,,,,,"0, panamericanscrew-com.mail.protection.outlook.com",,,v=spf1 ip4:205.173.226.5 include:spf.protection.outlook.com a:aushossmtpprd01.activant.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,cruz.ns.cloudflare.com|leland.ns.cloudflare.com,,
parmed.com,CAH,parmed.com,False,True,False,,,,,,,,,,,"10, mail.itx.net",,,v=spf1 -all,,,,The domain mail.itx.net does not exist,,,A DMARC record does not exist for this domain or its base domain,,ns-cloud-e2.googledomains.com|ns-cloud-e4.googledomains.com|ns-cloud-e3.googledomains.com|ns-cloud-e1.googledomains.com,,
pasteurmedical.com,ELV,pasteurmedical.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mx0a-001bee01.pphosted.com|10, mx0b-001bee01.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,pasteurmedical.com,,,,,,,ns1-04.azure-dns.com|ns2-04.azure-dns.net|ns3-04.azure-dns.org|ns4-04.azure-dns.info,,
payments-amazon.com,AMZN,payments-amazon.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:report@dmarc.amazon.com; ruf=mailto:report@dmarc.amazon.com,payments-amazon.com,,No MX records found. Is the domain parked?,,,,"dmarc.amazon.com does not indicate that it accepts DMARC reports about payments-amazon.com - Authorization record not found: payments-amazon.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""|dmarc.amazon.com does not indicate that it accepts DMARC reports about payments-amazon.com - Authorization record not found: payments-amazon.com._report._dmarc.dmarc.amazon.com ""                     IN TXT ""v=DMARC1""",pdns5.ultradns.info|pdns4.ultradns.org|pdns2.ultradns.net|pdns3.ultradns.org|pdns1.ultradns.net|udns1.ultradns.net|pdns6.ultradns.co.uk,,
payprs.com,UNH,payprs.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,payprs.com,,,,,,,epla2.corpnamesvcs.com|epla1.corpnamesvcs.com,,
pcaasc.com,UNH,pcaasc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('pcaasc.com does not have a SPF TXT record ', 'pcaasc.com')",,A DMARC record does not exist for this domain or its base domain,,ns31.domaincontrol.com|ns32.domaincontrol.com,,
pcnhealth.com,UNH,pcnhealth.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('pcnhealth.com does not have a SPF TXT record ', 'pcnhealth.com')",,A DMARC record does not exist for this domain or its base domain,,edns4.ultradns.com|epla2.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.org|edns4.ultradns.net|epla1.corpnamesvcs.com,,
pcslouisville.com,UNH,pcslouisville.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('pcslouisville.com does not have a SPF TXT record ', 'pcslouisville.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
pcsurgery.org,UNH,pcsurgery.org,False,False,False,,,,,,,,,,,"1, pcsurgery-org.mail.protection.outlook.com",,,,,,,The domain pcsurgery-org.mail.protection.outlook.com does not exist,"('pcsurgery.org does not have a SPF TXT record ', 'pcsurgery.org')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
pditechnologies.com,BRK,pditechnologies.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,mailto:report@pditechnologies.com,mailto:report@pditechnologies.com,none,"0, pditechnologies-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:sparkpostmail.com include:mail.zendesk.com include:mx2.lomosoft.de include:pdisoftware.com ip4:217.68.14.145 ip4:217.68.9.50 ip4:67.231.159.179 ip4:208.98.250.220 ip4:217.68.14.130 ip4:45.27.183.129 ip4:217.68.7.67 ip4:209.99.46.133 -all,v=DMARC1; p=none; rua=mailto:report@pditechnologies.com;pct=100; ruf=mailto:report@pditechnologies.com;,pditechnologies.com,,,"('mx2.lomosoft.de does not have a SPF TXT record ', 'mx2.lomosoft.de')",,,,nora.ns.cloudflare.com|thomas.ns.cloudflare.com,,
pegisolutions.com,UNH,pegisolutions.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:e9fbkgxn@ag.c1.dmarcian.com|mailto:unitedhealthgroup@rua.agari.com,mailto:e9fbkgxn@fr.c1.dmarcian.com|mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:98.114.193.6 ip4:147.160.167.14 ip4:147.160.167.15 ip4:208.91.114.151 ip4:50.201.229.18 include:_spfae.corpmailsvcs.com include:spf.protection.outlook.com include:aspmx.pardot.com include:spf.myconnectwise.net -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:e9fbkgxn@ag.c1.dmarcian.com,mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:e9fbkgxn@fr.c1.dmarcian.com,mailto:unitedhealthgroup@ruf.agari.com",pegisolutions.com,,,,,,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
pennaluminum.com,BRK,pennaluminum.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:helpdesk@pennaluminum.com,mailto:helpdesk@pennaluminum.com,quarantine,"0, pennaluminum-com.mail.protection.outlook.com|10, pennaluminum-com.mail.eo.outlook.com",,,v=spf1 include:_spf.psm.knowbe4.com include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:helpdesk@pennaluminum.com; ruf=mailto:helpdesk@pennaluminum.com; fo=1,pennaluminum.com,,,,,,,a8.uberns.com|b8.uberns.com,,
pennmach.com,BRK,pennmach.com,False,True,False,,,,,,,,,,,"3, pennmach-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns33.worldnic.com|ns34.worldnic.com,,
peopleshealth.com,UNH,peopleshealth.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com include:amazonses.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,peopleshealth.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 198.203.174.9 is mail1.corpmailsvcs.com, but the A/AAAA DNS records for mail1.corpmailsvcs.com do not resolve to 198.203.174.9|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 198.203.176.100 is mail10.corpmailsvcs.com, but the A/AAAA DNS records for mail10.corpmailsvcs.com do not resolve to 198.203.176.100",,,,,dns1.cscdns.net|dns2.cscdns.net,,
phillips66.com,PSX,phillips66.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,,,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,phillips66.com,,No MX records found. Is the domain parked?,,,,,pdns1.cscdns.net|pdns2.cscdns.net,,
phoenixmentalhealthpllc.com,UNH,phoenixmentalhealthpllc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('phoenixmentalhealthpllc.com does not have a SPF TXT record ', 'phoenixmentalhealthpllc.com')",,A DMARC record does not exist for this domain or its base domain,,ns-1351.awsdns-40.org|ns-1899.awsdns-45.co.uk|ns-39.awsdns-04.com|ns-554.awsdns-05.net,,
physiciansdaysurgery.net,UNH,physiciansdaysurgery.net,False,False,False,,,,,,,,,,,"10, mail.physiciansdaysurgery.net",,,,,,,"The domain fl-208-83-74-145.summit-broadband.com does not exist|The reverse DNS of 208.83.74.145 is fl-208-83-74-145.summit-broadband.com, but the A/AAAA DNS records for fl-208-83-74-145.summit-broadband.com do not resolve to 208.83.74.145","(SPFRecordNotFound('physiciansdaysurgery.net does not have a SPF TXT record', 'physiciansdaysurgery.net'), 'physiciansdaysurgery.net')",,A DMARC record does not exist for this domain or its base domain,,ns3.directnic.com|ns0.directnic.com|ns1.directnic.com|ns2.directnic.com,,
pilotflyingj.com,BRK,pilotflyingj.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-001aec01.gslb.pphosted.com|10, mxb-001aec01.gslb.pphosted.com",,,v=spf1 ip4:74.114.188.68 a:mail12.pilottravelcenters.com ip4:74.114.188.69 a:mail11.pilottravelcenters.com ip4:149.72.75.134 include:spf-001aec01.pphosted.com include:spf.us.exclaimer.net include:spf.protection.outlook.com include:aspmx.pardot.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,pilotflyingj.com,,,,,,,ns-1199.awsdns-21.org|ns-2045.awsdns-63.co.uk|ns-335.awsdns-41.com|ns-556.awsdns-05.net,,
pomco.com,UNH,pomco.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com ip4:170.30.252.228 ip4:170.30.240.228 ip4:170.30.224.23 ~all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,pomco.com,,,,,,,dns1.cscdns.net|dns2.cscdns.net,,
portlandipa.com,UNH,portlandipa.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"0, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com ip4:67.131.40.44 ip4:70.182.48.44 ip4:96.76.120.145 include:spf.zixsmbhosted.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,portlandipa.com,,,,,,,ns49.domaincontrol.com|ns50.domaincontrol.com,,
practicepartners.org,UNH,practicepartners.org,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 a ptr mx include:spf.messagelabs.com include:cloudopscenter.net a:dispatch-us.ppe-hosted.com ~all,,,,,,The ptr mechanism should not be used - https://tools.ietf.org/html/rfc7208#section-5.5|Duplicate include: spf.messagelabs.com,A DMARC record does not exist for this domain or its base domain,,ns3.p26.dynect.net|ns2.p26.dynect.net|ns1.p26.dynect.net|ns4.p26.dynect.net,,
precast.com,BRK,precast.com,False,True,False,,,,,,,,,,,"10, precast.pcc-structurals.com",,,v=spf1 include:spf.protection.outlook.com include:icpbounce.com include:amazonses.com -all,,,,The domain precast.pcc-structurals.com does not exist,,,A DMARC record does not exist for this domain or its base domain,,ns-1131.awsdns-13.org|ns-193.awsdns-24.com|ns-2032.awsdns-62.co.uk|ns-844.awsdns-41.net,,
precisionbrand.com,BRK,precisionbrand.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('precisionbrand.com does not have a SPF TXT record', 'precisionbrand.com'), 'precisionbrand.com')",,A DMARC record does not exist for this domain or its base domain,,ns62.worldnic.com|ns61.worldnic.com,,
precisionedge.com,BRK,precisionedge.com,False,True,False,,,,,,,,,,,"10, d234640a.ess.barracudanetworks.com|20, d234640b.ess.barracudanetworks.com",,,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com ip4:67.212.215.250 ip4:67.212.215.253 ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns10.dnsmadeeasy.com|ns15.dnsmadeeasy.com|ns14.dnsmadeeasy.com|ns13.dnsmadeeasy.com|ns12.dnsmadeeasy.com|ns11.dnsmadeeasy.com,,
preferredone.com,UNH,preferredone.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"1, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:168.220.109.96/27 ip4:66.128.144.88/29 include:spf.protection.outlook.com include:servers.mcsv.net include:_spfae.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,preferredone.com,,,,,,,pdns03.domaincontrol.com|pdns04.domaincontrol.com,,
primecare.com,UNH,primecare.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('primecare.com does not have a SPF TXT record', 'primecare.com'), 'primecare.com')",,A DMARC record does not exist for this domain or its base domain,,edns4.ultradns.org|edns4.ultradns.net|epla1.corpnamesvcs.com|edns4.ultradns.biz|edns4.ultradns.com|epla2.corpnamesvcs.com,,
primevideo.com,AMZN,primevideo.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:report@dmarc.amazon.com,mailto:report@dmarc.amazon.com,quarantine,"10, amazon-smtp.amazon.com",,,v=spf1 include:amazon.com -all,v=DMARC1;p=quarantine;pct=100;rua=mailto:report@dmarc.amazon.com;ruf=mailto:report@dmarc.amazon.com,primevideo.com,,,,,,,ns-1172.awsdns-18.org|ns-1933.awsdns-49.co.uk|ns-306.awsdns-38.com|ns-532.awsdns-02.net,,
princecastle.com,BRK,princecastle.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:dmarc@princecastle.com|mailto:re+zcdlxcoanjn@dmarc.postmarkapp.com,,quarantine,"0, cornelius-com.mail.protection.outlook.com",,,v=spf1 ip4:128.199.60.118 ip4:4.2.184.115 ip4:209.117.49.35 ip4:192.254.121.248 ip4:23.21.109.197 ip4:23.21.109.212 a:dispatch-us.ppe-hosted.com include:_phishspf.knowbe4.com include:spf.protection.outlook.com include:_spf.createsend.com -all,"v=DMARC1; p=quarantine; pct=100;rua=mailto:dmarc@princecastle.com,mailto:re+zcdlxcoanjn@dmarc.postmarkapp.com; sp=quarantine; aspf=r;",princecastle.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns51.domaincontrol.com|ns52.domaincontrol.com,,
prismplastics.com,BRK,prismplastics.com,False,True,False,,,,,,,,,,,"10, prismplastics-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns33.worldnic.com|ns34.worldnic.com,,
procell.com,BRK,procell.com,False,True,False,,,,,,,,,,,"10, custmx.cscdns.net",,,v=spf1 include:aspmx.pardot.com ~all,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58",,,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
procor.com,BRK,procor.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,quarantine,"0, procor-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:199.246.211.132 ip4:192.254.121.248 include:_phishspf.knowbe4.com ip4:64.27.160.160/28 ip4:64.27.164.96/28 ip4:216.34.179.160/27 a mx -all,v=DMARC1; p=quarantine; rua=mailto:wejqipgb@ag.dmarcian.com;,procor.com,,,,,,,dns1.easydns.com|dns2.easydns.net|dns3.easydns.org,,
prohealthmd.com,UNH,prohealthmd.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mailrnh.corpmailsvcs.com",,,v=spf1 include:spf.protection.outlook.com include:_spfv4.corpmailsvcs.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",prohealthmd.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
prolium.ca,BRK,prolium.ca,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, prolium-ca.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com;,prolium.ca,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns67.domaincontrol.com|ns68.domaincontrol.com,,
