domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
mmmfg.com,mmmfg.com,False,True,True,r,r,1,none,100,a:f:r:f,43200,mailto:IT@mmmfg.com,,none,"10, mx1.hc5409-4.iphmx.com|20, mx2.hc5409-4.iphmx.com",,,v=spf1 ip4:4.1.186.42 ip4:63.142.182.223 ip4:12.125.201.166 ip4:72.43.238.214 ip4:65.206.51.50 ip4:71.42.237.130 ip4:172.108.188.242 ip4:131.150.78.26 ip4:32.132.216.210 ip4:67.214.70.134 ip4:12.116.52.34 ip4:12.244.79.234 ip4:206.193.220.218 ip4:12.250.11.6 ip4:50.207.57.217 ip4:32.132.207.22 include:spf.protection.outlook.com exists:%{i}.spf.hc5409-4.iphmx.com ~all,v=DMARC1; p=none; sp=none; adkim=r; fo=1; ri=43200; rua=mailto:IT@mmmfg.com,mmmfg.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 68.232.135.13 is esa2.hc5409-4.iphmx.com, but the A/AAAA DNS records for esa2.hc5409-4.iphmx.com do not resolve to 68.232.135.13|The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 68.232.135.13 is esa2.hc5409-4.iphmx.com, but the A/AAAA DNS records for esa2.hc5409-4.iphmx.com do not resolve to 68.232.135.13",,,,,ns34.worldnic.com|ns33.worldnic.com,,
nationalindemnity.com,nationalindemnity.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-003b6801.gslb.pphosted.com|10, mxb-003b6801.gslb.pphosted.com",,,v=spf1 ip4:13.90.90.48 ip4:107.20.210.250 ip4:52.1.14.157 ip4:207.189.152.26 ip4:207.189.152.19 ip4:192.111.2.19 include:spf.surveymonkey.com include:oktamail.nationalindemnity.com include:spfext.zapproved.com include:spf-003b6801.pphosted.com include:spf-003b6802.pphosted.com -all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,nationalindemnity.com,,,,,,,arch.ns.cloudflare.com|kayleigh.ns.cloudflare.com,,
netjets.com,netjets.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"0, mxa-00322702.gslb.pphosted.com|0, mxb-00322702.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,netjets.com,,,,,,,ns-1142.awsdns-14.org|ns-1802.awsdns-33.co.uk|ns-313.awsdns-39.com|ns-932.awsdns-52.net,,
nfm.com,nfm.com,False,False,False,,,,,,,,,,,"10, nfm-com.mail.protection.outlook.com",,,v=spf1 ip4:74.51.217.84 ip4:98.142.91.181 ip4:69.63.126.50 ip4:69.63.126.5 ip4:216.71.152.173 ip4:68.232.149.160 include:spf.protection.outlook.com include:staging-na01-nebraskafurnituremart.demandware.net include:development-na01-nebraskafurnituremart.demandware.net include:production.na01.nebraskafurnituremart.demandware.net include:dayforcehcm.com include:39542861.spf02.hubspotemail.net -all,,,,,"('staging-na01-nebraskafurnituremart.demandware.net does not have a SPF TXT record ', 'staging-na01-nebraskafurnituremart.demandware.net')",,A DMARC record does not exist for this domain or its base domain,,a11-66.akam.net|a8-65.akam.net|a9-66.akam.net|a1-137.akam.net|a18-67.akam.net|a20-64.akam.net,,
nocona.com,nocona.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,nocona.com,,,,,,,ns-1438.awsdns-51.org|ns-1769.awsdns-29.co.uk|ns-259.awsdns-32.com|ns-627.awsdns-14.net,,
northernnaturalgas.com,northernnaturalgas.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:3zgwhxv9@ag.dmarcian.com,,reject,"10, northernnaturalgas-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:3zgwhxv9@ag.dmarcian.com;,northernnaturalgas.com,,,,,,,ns4.midamerican.com|ns3.midamerican.com,,
northernpowergrid.com,northernpowergrid.com,True,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:security@northernpowergrid.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:security@northernpowergrid.com,reject,"10, mx1.hc512-9.c3s2.iphmx.com|20, mx2.hc512-9.c3s2.iphmx.com",,,v=spf1 mx a ip4:162.13.112.203 ip4:167.89.24.204 include:spf.tractivity.co.uk include:sendgrid.net ip4:5.79.37.200 include:rnmk.com include:email-od.com exists:%{i}.spf.hc512-9.c3s2.iphmx.com -all,"v=DMARC1; p=reject; fo=1; rua=mailto:security@northernpowergrid.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:security@northernpowergrid.com",northernpowergrid.com,,,,,,,cns1.northernpowergrid.com|cns2.northernpowergrid.com,,
nvenergy.com,nvenergy.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:_DLDMARCAggregateReports@nvenergy.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:_DLDMARCForensicReports@nvenergy.com,reject,"10, nvenergy-com.mail.protection.outlook.com",,,v=spf1 ip4:131.219.200.5 ip4:131.219.200.9 ip4:131.219.5.77 ip4:131.219.5.78 ip4:131.219.1.30 ip4:131.219.1.31 ip4:192.206.180.200 ip4:129.145.79.112 ip4:129.145.79.113 include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; pct=100; rua=mailto:_DLDMARCAggregateReports@nvenergy.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:_DLDMARCForensicReports@nvenergy.com; fo=0; adkim=r; aspf=r; rf=afrf; ri=86400;",nvenergy.com,,,,,,,ns-116.awsdns-14.com|ns-1164.awsdns-17.org|ns-2042.awsdns-63.co.uk|ns-807.awsdns-36.net,,
nylok.com,nylok.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:re+re8xf6mwkyp@dmarc.postmarkapp.com|mailto:phishing@nylok.com,,none,"0, nylok-com.mail.protection.outlook.com",,,v=spf1 mx ip4:12.192.3.150/31 ip4:157.250.38.205 ip4:157.250.44.232 ip4:157.250.36.128 ip4:157.250.46.233 ip4:157.250.32.44 ip4:157.250.45.206 ip4:157.250.41.214 include:spf.protection.outlook.com include:spf.us.exclaimer.net include:spf.mandrillapp.com -all,"v=DMARC1; p=quarantine; pct=100; rua=mailto:re+re8xf6mwkyp@dmarc.postmarkapp.com,mailto:phishing@nylok.com; sp=none; aspf=r;",nylok.com,,,,,,,pdns03.domaincontrol.com|pdns04.domaincontrol.com,,
orangejulius.com,orangejulius.com,False,False,False,,,,,,,,,,,"10, reply.exacttarget.com",,,,,,,,"('orangejulius.com does not have a SPF TXT record ', 'orangejulius.com')",,A DMARC record does not exist for this domain or its base domain,,ns1-07.azure-dns.com|ns2-07.azure-dns.net|ns3-07.azure-dns.org|ns4-07.azure-dns.info,,
orientaltrading.com,orientaltrading.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('orientaltrading.com does not have a SPF TXT record', 'orientaltrading.com'), 'orientaltrading.com')",,A DMARC record does not exist for this domain or its base domain,,otc-ns02.orientaltradingcompany.com|otc-ns01.orientaltradingcompany.com,,
orkal.com,orkal.com,True,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:monitor.office365.dmarc.rua@orkal.com,mailto:monitor.office365.dmarc.ruf@orkal.com,quarantine,"0, orkal-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf-c1.dymaxsystems.com -all,v=DMARC1; p=quarantine; pct=100; fo=1; rua=mailto:monitor.office365.dmarc.rua@orkal.com; ruf=mailto:monitor.office365.dmarc.ruf@orkal.com,orkal.com,,52.101.8.36 does not have any reverse DNS (PTR) records|52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns27.worldnic.com|ns28.worldnic.com,,
pacificorp.com,pacificorp.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc@pacificorp.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:dmarcs@pacificorp.com,reject,"10, pacificorp-com.mail.protection.outlook.com",,,v=spf1 ip4:131.219.200.5 ip4:131.219.200.9 ip4:131.219.2.1 ip4:131.219.52.251 ip4:131.219.5.56 ip4:131.219.9.11 ip4:131.219.5.73 ip4:131.219.5.77 ip4:131.219.5.78 ip4:131.219.1.30 ip4:131.219.1.31 ip4:131.219.1.34 ip4:131.219.1.35 ip4:129.145.79.112 include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; pct=100; adkim=r; aspf=r; fo=1; rua=mailto:dmarc@pacificorp.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:dmarcs@pacificorp.com; rf=afrf; ri=86400",pacificorp.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,service6.pacificorp.com|service3.pacificorp.com|service4.pacificorp.com|service2.pacificorp.com,,
pamperedchef.com,pamperedchef.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,,mailto:dmarc@pamperedchef.com,none,"25, pamperedchef-com.mail.protection.outlook.com",,,v=spf1 ip4:107.0.135.0/24 include:spf.protection.outlook.com include:mail.zendesk.com include:rnmk.com ~all,v=DMARC1; p=none; sp=none; ruf=mailto:dmarc@pamperedchef.com; fo=1;,pamperedchef.com,,,,,,rua tag (destination for aggregate reports) not found,coraline.ns.cloudflare.com|noah.ns.cloudflare.com,,
panamericanscrew.com,panamericanscrew.com,False,True,False,,,,,,,,,,,"0, panamericanscrew-com.mail.protection.outlook.com",,,v=spf1 ip4:205.173.226.5 include:spf.protection.outlook.com a:aushossmtpprd01.activant.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,cruz.ns.cloudflare.com|leland.ns.cloudflare.com,,
pditechnologies.com,pditechnologies.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,mailto:report@pditechnologies.com,mailto:report@pditechnologies.com,none,"0, pditechnologies-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:sparkpostmail.com include:mail.zendesk.com include:mx2.lomosoft.de include:pdisoftware.com ip4:217.68.14.145 ip4:217.68.9.50 ip4:67.231.159.179 ip4:208.98.250.220 ip4:217.68.14.130 ip4:45.27.183.129 ip4:217.68.7.67 ip4:209.99.46.133 -all,v=DMARC1; p=none; rua=mailto:report@pditechnologies.com;pct=100; ruf=mailto:report@pditechnologies.com;,pditechnologies.com,,,"('mx2.lomosoft.de does not have a SPF TXT record ', 'mx2.lomosoft.de')",,,,nora.ns.cloudflare.com|thomas.ns.cloudflare.com,,
pennaluminum.com,pennaluminum.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:helpdesk@pennaluminum.com,mailto:helpdesk@pennaluminum.com,quarantine,"0, pennaluminum-com.mail.protection.outlook.com|10, pennaluminum-com.mail.eo.outlook.com",,,v=spf1 include:_spf.psm.knowbe4.com include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:helpdesk@pennaluminum.com; ruf=mailto:helpdesk@pennaluminum.com; fo=1,pennaluminum.com,,,,,,,a8.uberns.com|b8.uberns.com,,
pennmach.com,pennmach.com,False,True,False,,,,,,,,,,,"3, pennmach-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns33.worldnic.com|ns34.worldnic.com,,
pilotflyingj.com,pilotflyingj.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-001aec01.gslb.pphosted.com|10, mxb-001aec01.gslb.pphosted.com",,,v=spf1 ip4:74.114.188.68 a:mail12.pilottravelcenters.com ip4:74.114.188.69 a:mail11.pilottravelcenters.com ip4:149.72.75.134 include:spf-001aec01.pphosted.com include:spf.us.exclaimer.net include:spf.protection.outlook.com include:aspmx.pardot.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,pilotflyingj.com,,,,,,,ns-1199.awsdns-21.org|ns-2045.awsdns-63.co.uk|ns-335.awsdns-41.com|ns-556.awsdns-05.net,,
precast.com,precast.com,False,True,False,,,,,,,,,,,"10, precast.pcc-structurals.com",,,v=spf1 include:spf.protection.outlook.com include:icpbounce.com include:amazonses.com -all,,,,The domain precast.pcc-structurals.com does not exist,,,A DMARC record does not exist for this domain or its base domain,,ns-1131.awsdns-13.org|ns-193.awsdns-24.com|ns-2032.awsdns-62.co.uk|ns-844.awsdns-41.net,,
precisionbrand.com,precisionbrand.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"(SPFRecordNotFound('precisionbrand.com does not have a SPF TXT record', 'precisionbrand.com'), 'precisionbrand.com')",,A DMARC record does not exist for this domain or its base domain,,ns62.worldnic.com|ns61.worldnic.com,,
precisionedge.com,precisionedge.com,False,True,False,,,,,,,,,,,"10, d234640a.ess.barracudanetworks.com|20, d234640b.ess.barracudanetworks.com",,,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com ip4:67.212.215.250 ip4:67.212.215.253 ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns10.dnsmadeeasy.com|ns15.dnsmadeeasy.com|ns14.dnsmadeeasy.com|ns13.dnsmadeeasy.com|ns12.dnsmadeeasy.com|ns11.dnsmadeeasy.com,,
princecastle.com,princecastle.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:dmarc@princecastle.com|mailto:re+zcdlxcoanjn@dmarc.postmarkapp.com,,quarantine,"0, cornelius-com.mail.protection.outlook.com",,,v=spf1 ip4:128.199.60.118 ip4:4.2.184.115 ip4:209.117.49.35 ip4:192.254.121.248 ip4:23.21.109.197 ip4:23.21.109.212 a:dispatch-us.ppe-hosted.com include:_phishspf.knowbe4.com include:spf.protection.outlook.com include:_spf.createsend.com -all,"v=DMARC1; p=quarantine; pct=100;rua=mailto:dmarc@princecastle.com,mailto:re+zcdlxcoanjn@dmarc.postmarkapp.com; sp=quarantine; aspf=r;",princecastle.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns51.domaincontrol.com|ns52.domaincontrol.com,,
prismplastics.com,prismplastics.com,False,True,False,,,,,,,,,,,"10, prismplastics-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns33.worldnic.com|ns34.worldnic.com,,
procell.com,procell.com,False,True,False,,,,,,,,,,,"10, custmx.cscdns.net",,,v=spf1 include:aspmx.pardot.com ~all,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58",,,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
procor.com,procor.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,quarantine,"0, procor-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:199.246.211.132 ip4:192.254.121.248 include:_phishspf.knowbe4.com ip4:64.27.160.160/28 ip4:64.27.164.96/28 ip4:216.34.179.160/27 a mx -all,v=DMARC1; p=quarantine; rua=mailto:wejqipgb@ag.dmarcian.com;,procor.com,,,,,,,dns1.easydns.com|dns2.easydns.net|dns3.easydns.org,,
prolium.ca,prolium.ca,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, prolium-ca.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com;,prolium.ca,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,ns67.domaincontrol.com|ns68.domaincontrol.com,,
proterraenergy.com,proterraenergy.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.us.dmarcian.com,,reject,"0, proterraenergy-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.us.dmarcian.com,proterraenergy.com,,,,,,,ns64.domaincontrol.com|ns63.domaincontrol.com,,
railserve.biz,railserve.biz,True,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:wejqipgb@ag.dmarcian.com,,reject,"0, railserve-biz.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:wejqipgb@ag.dmarcian.com;,railserve.biz,,,,,,,ns17.worldnic.com|ns18.worldnic.com,,
rapidlockingsystem.com,rapidlockingsystem.com,False,True,False,,,,,,,,,,,"0, rapidlockingsystem-com.mail.eo.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:_spf.act-on.net ip4:71.14.205.195/28 -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns43.domaincontrol.com|ns44.domaincontrol.com,,
rcwilley.com,rcwilley.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_spf1.rcwilley.com include:_spf2.rcwilley.com include:_spf3.rcwilley.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,dca-ans-01.inet.qwest.net|ns4.rcwilley.com|ns2.rcwilley.com|svl-ans-01.inet.qwest.net|ns1.rcwilley.com|ns3.rcwilley.com,,
reassurantie.nl,reassurantie.nl,True,True,True,r,r,0,reject,100,a:f:r:f,86400,,,reject,"10, mail.reassurantie.nl",,,v=spf1 a mx ip4:185.58.56.113 ~all,v=DMARC1; p=reject,reassurantie.nl,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 185.58.56.113 is webba11.spot.host, but the A/AAAA DNS records for webba11.spot.host do not resolve to 185.58.56.113",,,,rua tag (destination for aggregate reports) not found,ns1.spothost.eu|ns2.spot.host|ns3.spothost.nl,,
retailspacesolutions.com,retailspacesolutions.com,True,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, retailspacesolutions-com.mail.protection.outlook.com",,,v=spf1 a mx include:spf.protection.outlook.com include:servers.mcsv.net include:sfp.sendinblue.com -all,v=DMARC1; p=none,retailspacesolutions.com,,,"('sfp.sendinblue.com does not have a SPF TXT record ', 'sfp.sendinblue.com')",,,rua tag (destination for aggregate reports) not found,ns-cloud-c1.googledomains.com|ns-cloud-c2.googledomains.com|ns-cloud-c3.googledomains.com|ns-cloud-c4.googledomains.com,,
richlinegroup.com,richlinegroup.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-004dff01.gslb.pphosted.com|10, mxb-004dff01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,richlinegroup.com,,,,,,,dns101.register.com|dns102.register.com,,
robertsonscrew.com,robertsonscrew.com,False,True,False,,,,,,,,,,,"0, robertsonscrew-com.mail.protection.outlook.com|10, tmgiip01.marmon.com|20, tmgiip02.marmon.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,The domain tmgiip01.marmon.com does not exist|The domain tmgiip02.marmon.com does not exist,,,A DMARC record does not exist for this domain or its base domain,,cruz.ns.cloudflare.com|leland.ns.cloudflare.com,,
rostrapowertrain.com,rostrapowertrain.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 mx ip4:208.80.200.0/21 include:spf.protection.outlook.com include:_netblocks.mimecast.com include:_spf.psm.knowbe4.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,john.ns.cloudflare.com|molly.ns.cloudflare.com,,
saberking.com,saberking.com,False,True,False,,,,,,,,,,,"0, saberking-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns33.domaincontrol.com|ns34.domaincontrol.com,,
sagispa.it,sagispa.it,False,True,False,,,,,,,,,,,"0, sagispa-it.mail.protection.outlook.com",,,v=spf1 a mx include:spf.webapps.net include:spf.protection.outlook.com ~all,,,,52.101.8.36 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns2.register.it|ns1.register.it,,
scottfetzer.com,scottfetzer.com,False,True,False,,,,,,,,,,,"10, mx1-us1.ppe-hosted.com|10, mx2-us1.ppe-hosted.com",,,v=spf1 include:spf.protection.outlook.com ip4:64.141.181.250 ip4:64.141.181.251 a:dispatch-us.ppe-hosted.com a:scottfetzer.sendio.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns94.worldnic.com|ns93.worldnic.com,,
sees.com,sees.com,False,True,False,,,,,,,,,,,"10, maila.sees.com|10, mailb.sees.com",,,v=spf1 ip4:38.79.65.177 ip4:38.64.80.229 ip4:38.64.80.230 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns22.digicertdns.com|ns24.digicertdns.net|ns20.digicertdns.com|ns25.digicertdns.net|ns21.digicertdns.com|ns23.digicertdns.net,,
shawinc.com,shawinc.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:rua@shawinc.com|mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:ruf@shawinc.com|mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, shawinc-com.mail.protection.outlook.com",,,v=spf1 include:_spf.google.com ip4:205.223.126.0/24 ip4:205.223.122.0/24 ip4:64.14.245.0/24 ip4:64.34.169.5 ip4:64.106.200.90 ip4:65.88.22.9 ip4:66.230.197.0/24 ip4:66.231.86.235 ip4:170.224.103.151 ip4:170.224.103.152 ip4:167.216.129.171 ip4:208.53.49.122 ip4:208.53.49.110 ip4:69.15.233.40 ip4:69.20.63.100 ip4:72.32.208.198 ip4:72.35.0.0/24 ip4:72.35.6.0/24 ip4:80.252.93.171 ip4:80.252.93.182 ip4:81.93.164.102 include:spfa.shawinc.com ~all,"v=DMARC1; p=reject; pct=100; fo=1; rua=mailto:rua@shawinc.com,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:ruf@shawinc.com,mailto:dmarc_ruf@emaildefense.proofpoint.com",shawinc.com,,,,,,,ns1.f5clouddns.com|ns2.f5clouddns.com,,
silverking.com,silverking.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:re+evnvbrb4pdc@dmarc.postmarkapp.com,,quarantine,"5, cornelius-com.mail.protection.outlook.com",,,v=spf1 a mx ip4:128.199.60.118 ip4:209.117.49.35 ip4:192.254.121.248 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+evnvbrb4pdc@dmarc.postmarkapp.com; sp=quarantine; aspf=r;,silverking.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns59.domaincontrol.com|ns60.domaincontrol.com,,
sisuaxles.com,sisuaxles.com,False,True,False,,,,,,,,,,,"0, sisuaxles-com.mail.protection.outlook.com",,,v=spf1 mx include:spf.protection.outlook.com a:smtp.aina.net ip4:188.117.42.146 ip6:2001:8b8:7:5::32 ip6:2001:8b8:7:5::33 -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns1.tamico.fi|ns2.tamico.com|ns3.tamico.fi,,
sonnax.com,sonnax.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,mailto:dmarc@mailinblue.com,mailto:dmarc@mailinblue.com,none,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 ip4:64.223.66.69 ip4:98.159.221.148 include:sendgrid.net include:_netblocks.mimecast.com include:spf.protection.outlook.com include:spf.sendinblue.com include:_spf.psm.knowbe4.com ~all,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400,sonnax.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,,john.ns.cloudflare.com|molly.ns.cloudflare.com,,
southernenergyhomes.com,southernenergyhomes.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('southernenergyhomes.com does not have a SPF TXT record ', 'southernenergyhomes.com')",,A DMARC record does not exist for this domain or its base domain,,ns73.domaincontrol.com|ns74.domaincontrol.com,,
spalding.com,spalding.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:fruit@rua.agari.com,mailto:fruit@ruf.agari.com,reject,"10, spalding-com.mail.protection.outlook.com",,,v=spf1 include:icpbounce.com include:spf.protection.outlook.com include:spfinksoft.spalding.com include:spfdemandware.spalding.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:fruit@rua.agari.com; ruf=mailto:fruit@ruf.agari.com,spalding.com,,52.101.8.36 does not have any reverse DNS (PTR) records|52.101.9.17 does not have any reverse DNS (PTR) records,,,,,udns1.cscdns.net|udns2.cscdns.uk,,
starfurniture.com,starfurniture.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.protection.outlook.com include:us._netblocks.mimecast.com include:_spf.google.com a:production.na01.starfurniture.demandware.net -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns1.dnsimple.com|ns2.dnsimple.com|ns3.dnsimple.com|ns4.dnsimple.com,,
sterlingcrane.com,sterlingcrane.com,True,True,False,,,,,,,,,,,"10, mxa-0065d001.gslb.pphosted.com|10, mxb-0065d001.gslb.pphosted.com",,,v=spf1 mx a ip4:207.229.11.10 ip4:208.38.35.165 ip4:208.38.35.166 ip4:208.38.35.162 a:smtp.sterlingcrane.ca include:spf.emailsignatures365.com include:spf.protection.outlook.com include:spf-0065d001.pphosted.com ~all,,,,,,smtp.sterlingcrane.ca does not have any A/AAAA records,A DMARC record does not exist for this domain or its base domain,,vita.ns.cloudflare.com|chris.ns.cloudflare.com,,
